type_bin	size_bin	wpi_country_from	wpi_country_to	GroupCount	mean_sog	mean_voyage_time	total_co2_million_tonnes	domestic_fl	trade_type	sids_fl	ldc_fl	year
4	3	'China'	'South Korea'	162	13.67602491	1.981995885	0.0389766	0	2	1	0	2012
1	5	'Spain'	'China'	7	11.29518089	47.47619048	0.038949937	0	4	1	0	2012
1	3	'China'	'Taiwan'	128	11.03780496	5.194010417	0.038923823	0	3	0	1	2012
1	4	'United States of America'	'South Africa'	18	11.28047197	33.31018519	0.038915763	0	1	1	0	2012
4	3	'Angola'	'Portugal'	23	14.92940973	15.67391304	0.038872595	0	3	0	0	2012
1	3	'United States of America'	'Greece'	22	11.3377143	24.83712121	0.038830356	0	2	1	1	2012
7	6	'Saudi Arabia'	'Pakistan'	65	10.76426387	5.197435897	0.038829997	0	2	0	1	2012
7	7	'Nigeria'	'Australia'	9	11.62317955	33.22685185	0.038741923	0	3	0	1	2012
7	4	'Singapore'	'Malaysia'	167	8.71539415	3.582335329	0.038696177	0	1	0	1	2012
1	2	'Indonesia'	'Japan'	62	11.09126151	14.38239247	0.038691435	0	3	0	1	2012
1	3	'Uruguay'	'Spain'	28	11.15295959	19.82291667	0.038667564	0	4	1	0	2012
7	7	'Nigeria'	'Germany'	14	11.63878858	17.51190476	0.038632386	0	3	1	0	2012
7	4	'Canada'	'United States of America'	63	10.56146632	7.543650794	0.038619519	0	4	0	0	2012
7	7	'Singapore'	'Angola'	17	11.48473728	27.48529412	0.038617835	0	2	0	1	2012
7	6	'Italy'	'Italy'	127	8.702989328	3.305446194	0.038614821	1	1	0	0	2012
4	3	'Dominican Republic'	'Morocco'	28	16.03354064	9.186011905	0.038603603	0	4	1	1	2012
1	3	'Turkey'	'Turkey'	260	9.057536074	3.117628205	0.038575173	1	1	1	0	2012
4	3	'Indonesia'	'Malaysia'	150	11.18333122	2.440555556	0.038556984	0	4	1	0	2012
7	6	'Japan'	'Malaysia'	36	10.87635706	14.01736111	0.038554719	0	3	1	1	2012
1	4	'Philippines'	'Indonesia'	71	8.850934878	7.963615023	0.038440578	0	3	1	1	2012
4	5	'Colombia'	'Peru'	50	15.68410809	3.379166667	0.038411459	0	1	1	1	2012
4	4	'Egypt'	'Israel'	128	12.70341142	1.775065104	0.038399885	0	4	0	0	2012
4	4	'United States of America'	'South Korea'	8	16.46827979	20.38020833	0.038383377	0	2	1	0	2012
4	4	'India'	'Israel'	10	16.34214805	17.5625	0.038368724	0	1	0	1	2012
4	3	'Belgium'	'Colombia'	22	15.63105528	12.12310606	0.038340842	0	3	1	1	2012
7	8	'United Arab Emirates'	'United States of America'	6	11.39879415	48.875	0.038327829	0	2	1	0	2012
1	2	'Spain'	'Brazil'	53	12.08920993	14.09984277	0.038292259	0	1	0	1	2012
4	3	'Philippines'	'China'	80	15.48850729	3.5296875	0.03828445	0	3	1	1	2012
1	4	'Guinea'	'Canada'	23	12.40282971	15.92391304	0.038281159	0	3	1	0	2012
7	6	'Pakistan'	'United Arab Emirates'	126	8.890422584	3.398809524	0.038232032	0	1	0	0	2012
1	3	'Canada'	'Mexico'	54	12.13068543	8.56867284	0.038227748	0	1	0	1	2012
1	4	'Mexico'	'Mexico'	171	9.308571778	2.693957115	0.038188652	1	1	0	1	2012
4	5	'Belgium'	'Egypt'	17	16.95794296	8.56372549	0.038186871	0	3	0	0	2012
4	3	'Spain'	'Italy'	126	15.61809054	2.023148148	0.038181231	0	2	0	1	2012
4	4	'Pakistan'	'Malaysia'	24	16.34665747	8.4375	0.038133721	0	1	0	1	2012
4	2	'New Caledonia'	'China'	20	15.3588534	14.66458333	0.038127818	0	4	0	0	2012
4	2	'Brazil'	'Republic of Congo'	29	14.71186385	10.18247126	0.038094929	0	4	0	1	2012
4	6	'Spain'	'Netherlands'	6	17.68837887	16.90277778	0.038051197	0	4	0	0	2012
4	3	'Australia'	'Malaysia'	18	16.8749106	13.66898148	0.038031909	0	2	1	0	2012
7	6	'Malaysia'	'United Arab Emirates'	29	10.92787455	14.33764368	0.038011735	0	2	1	0	2012
4	5	'Panama'	'Taiwan'	6	17.60986668	22.34722222	0.037991346	0	4	0	1	2012
1	4	'United States of America'	'Morocco'	38	11.97699186	13.89144737	0.037973883	0	4	0	0	2012
1	2	'Argentina'	'Russia'	9	12.1067455	28.02777778	0.037922206	0	3	0	0	2012
1	5	'South Africa'	'Colombia'	9	12.12215817	34.52777778	0.037920153	0	3	1	0	2012
4	3	'Malaysia'	'Republic of Congo'	14	13.17634125	25.1875	0.037904479	0	1	0	0	2012
4	4	'Singapore'	'Sri Lanka'	43	15.94278424	4.575581395	0.037897877	0	1	0	0	2012
7	8	'Japan'	'Singapore'	17	12.12285499	14.42647059	0.037880784	0	2	1	1	2012
4	2	'Russia'	'Russia'	94	9.838340084	4.816489362	0.037867776	1	3	0	0	2012
4	2	'Australia'	'Singapore'	38	16.42230195	6.927631579	0.037839236	0	1	0	1	2012
4	6	'Italy'	'China'	4	16.03364946	27.58333333	0.037812171	0	3	0	0	2012
1	4	'South Africa'	'United States of America'	8	11.33972799	49.28645833	0.037807262	0	3	0	1	2012
4	5	'Oman'	'Malaysia'	13	15.654737	10.95192308	0.037776982	0	2	1	1	2012
1	4	'Argentina'	'Spain'	23	12.09838004	19.73007246	0.037758129	0	1	1	1	2012
1	4	'Japan'	'Chile'	16	11.97815586	33.07552083	0.037747849	0	3	1	0	2012
7	5	'United States of America'	'Gibraltar'	25	11.85508326	14.855	0.037743732	0	1	1	1	2012
4	2	'United Arab Emirates'	'India'	89	13.80123459	4.330992509	0.037740823	0	3	0	0	2012
4	6	'Saudi Arabia'	'Netherlands'	10	17.4682735	10.75416667	0.037735453	0	3	0	0	2012
4	2	'China'	'Russia'	80	13.84323401	4.76875	0.037721721	0	1	0	0	2012
7	7	'Egypt'	'United States of America'	16	10.10670933	17.48177083	0.03765062	0	2	0	1	2012
4	2	'Singapore'	'India'	49	13.90825706	7.974489796	0.037639269	0	3	1	0	2012
1	3	'Australia'	'Canada'	16	12.32666899	31.12760417	0.037638659	0	4	0	1	2012
1	5	'South Korea'	'Indonesia'	41	9.989592185	10.70731707	0.037634666	0	3	1	1	2012
4	4	'Belgium'	'Italy'	29	15.74150287	6.482758621	0.03762606	0	4	1	0	2012
4	4	'Sri Lanka'	'Indonesia'	24	15.59840109	8.116319444	0.037618086	0	2	0	1	2012
1	2	'Morocco'	'Brazil'	48	11.61104193	17.05034722	0.037564636	0	1	1	1	2012
1	3	'Ecuador'	'China'	17	12.01680394	34.89705882	0.037543537	0	1	0	1	2012
4	2	'Philippines'	'Japan'	35	14.06511206	10.01071429	0.037543115	0	1	0	1	2012
7	5	'India'	'Saudi Arabia'	41	11.67267443	9.62601626	0.037513736	0	2	0	0	2012
4	2	'United States of America'	'Guatemala'	82	14.65406804	4.354674797	0.037498694	0	3	1	0	2012
7	7	'Saudi Arabia'	'Egypt'	27	11.2118132	10.22530864	0.0374983	0	1	0	0	2012
1	5	'United States of America'	'United Kingdom'	21	11.13243029	17.88888889	0.037474536	0	2	1	0	2012
1	6	'Oman'	'Singapore'	1	15.80555266	97.75	0.037459865	0	1	0	0	2012
4	6	'Japan'	'Japan'	140	13.55853096	1.197321429	0.037366084	1	1	0	0	2012
7	7	'Nigeria'	'Canada'	13	11.76519717	18.70512821	0.037312595	0	3	0	1	2012
4	3	'South Africa'	'South Africa'	56	7.162749972	5.193452381	0.037294732	1	3	0	0	2012
1	2	'Taiwan'	'Taiwan'	243	9.181725536	3.881001372	0.037252194	1	4	1	0	2012
7	4	'Singapore'	'China'	41	11.5409401	10.60162602	0.037172492	0	3	1	1	2012
4	4	'Saudi Arabia'	'Brazil'	6	15.2333215	26.63888889	0.037117492	0	2	1	1	2012
4	2	'South Africa'	'India'	29	14.67749166	12.14655172	0.037046366	0	1	1	0	2012
4	5	'Japan'	'Indonesia'	5	17.18967862	20.65833333	0.037038308	0	3	1	0	2012
4	3	'Turkey'	'Turkey'	279	10.84630874	1.462216249	0.037036708	1	4	0	1	2012
4	6	'China'	'Taiwan'	129	14.34439715	1.170542636	0.037030701	0	3	0	0	2012
7	6	'Indonesia'	'Japan'	26	10.81628902	15.06410256	0.037016198	0	4	0	0	2012
1	4	'Papua New Guinea'	'Australia'	144	10.03331922	6.954282407	0.037014471	0	3	1	0	2012
4	1	'China'	'Taiwan'	749	11.29143678	1.187249666	0.036981107	0	2	1	0	2012
1	4	'Australia'	'Malaysia'	35	11.94368235	17.67619048	0.036971137	0	1	0	1	2012
1	5	'United States of America'	'United States of America'	114	8.780392499	4.037241888	0.036951222	1	1	0	1	2012
7	7	'Brazil'	'Nigeria'	17	11.11894968	18.72794118	0.036949756	0	2	0	0	2012
4	6	'Singapore'	'Japan'	14	15.9182148	8.99702381	0.03690507	0	1	1	1	2012
1	3	'Panama'	'Canada'	30	11.6235029	20.50277778	0.036897031	0	4	0	1	2012
4	6	'Saudi Arabia'	'Taiwan'	2	16.63742218	54.125	0.036881301	0	3	0	0	2012
4	2	'Thailand'	'China'	74	13.54780596	5.392454955	0.03685534	0	4	0	0	2012
4	4	'Canada'	'Panama'	13	16.47511465	11.08333333	0.036846841	0	2	1	0	2012
1	5	'Netherlands'	'Canada'	36	11.74445534	11.71643519	0.036825412	0	1	0	1	2012
7	8	'Kuwait'	'China'	7	11.93437604	23.22619048	0.03680938	0	4	0	0	2012
7	8	'Singapore'	'Oman'	19	12.15924298	12.15350877	0.036800314	0	1	1	0	2012
1	3	'India'	'Egypt'	44	11.64090619	12.40719697	0.036748278	0	4	0	1	2012
1	5	'Singapore'	'United States of America'	10	12.12596408	41.95	0.036729472	0	1	0	0	2012
4	2	'United Arab Emirates'	'Namibia'	20	14.46274874	16.8875	0.036655793	0	2	0	0	2012
4	5	'Australia'	'Taiwan'	12	15.64463781	11.03819444	0.036626778	0	3	1	1	2012
1	4	'Indonesia'	'United States of America'	17	11.61234696	28.85784314	0.036625278	0	2	1	1	2012
7	7	'Colombia'	'Spain'	13	12.10820698	17.00641026	0.036596823	0	2	0	1	2012
4	3	'Thailand'	'Philippines'	70	15.37456186	3.725	0.036586655	0	2	1	1	2012
1	3	'Egypt'	'Indonesia'	25	12.05977614	19.77166667	0.036571654	0	2	0	0	2012
7	5	'Trinidad and Tobago'	'United States of America'	41	11.88168267	8.552845528	0.036563265	0	1	1	1	2012
1	2	'China'	'Malaysia'	66	10.49452495	11.48358586	0.036554527	0	3	1	0	2012
4	2	'Germany'	'Finland'	126	15.1746108	2.818452381	0.036543006	0	1	1	1	2012
4	6	'United Arab Emirates'	'Egypt'	2	15.92432589	49.22916667	0.036490637	0	1	1	0	2012
1	2	'Brazil'	'Morocco'	37	11.59294677	17.17792793	0.036476938	0	1	1	1	2012
7	5	'Singapore'	'Japan'	25	11.62063331	15.07333333	0.036476653	0	3	0	1	2012
1	3	'New Zealand'	'Japan'	20	12.39185747	21.54166667	0.036461287	0	3	1	0	2012
1	1	'China'	'Japan'	294	8.797299383	6.764030612	0.036453646	0	3	0	0	2012
4	7	'Malaysia'	'Belgium'	3	16.60542274	31.20833333	0.03643295	0	1	1	1	2012
1	2	'South Korea'	'South Korea'	166	8.442650548	6.443524096	0.036418939	1	1	1	0	2012
7	5	'United States of America'	'Mexico'	78	10.9671484	5.572649573	0.036408994	0	2	0	0	2012
1	6	'Australia'	'Singapore'	6	13.12766212	26.88888889	0.036403312	0	3	1	0	2012
4	6	'Netherlands'	'Singapore'	5	16.48367555	24.88333333	0.036369492	0	1	1	0	2012
4	4	'United States of America'	'Hong Kong S.A.R.'	6	16.37483713	24.97916667	0.036352409	0	2	1	0	2012
7	7	'United States of America'	'Angola'	17	11.9665931	26.49019608	0.036294776	0	2	0	1	2012
1	3	'Netherlands'	'Turkey'	38	12.1418261	11.8497807	0.036277832	0	4	1	1	2012
4	6	'Egypt'	'Belgium'	5	17.62567206	19.58333333	0.036251905	0	1	0	0	2012
4	1	'India'	'Singapore'	121	11.17092953	6.595385675	0.036240113	0	4	0	0	2012
4	3	'Guadeloupe'	'France'	18	19.08646856	9.1875	0.03623452	0	1	1	1	2012
4	4	'Egypt'	'Singapore'	10	15.33275276	16.1	0.036206303	0	1	0	0	2012
4	5	'Egypt'	'Canada'	7	18.25390995	15.19047619	0.036182386	0	2	1	0	2012
7	7	'Saudi Arabia'	'United Arab Emirates'	25	11.23424739	10.17	0.036143144	0	3	0	0	2012
1	4	'Argentina'	'Egypt'	17	12.05204075	25.71813725	0.03613242	0	2	1	1	2012
7	6	'Italy'	'Libya'	115	10.77807742	3.688043478	0.036118242	0	3	1	0	2012
7	2	'Russia'	'Russia'	353	5.75269351	4.696765817	0.03607769	1	2	0	1	2012
4	3	'New Zealand'	'Singapore'	13	16.56439419	15.56089744	0.036072367	0	3	1	0	2012
7	6	'Netherlands Antilles'	'United States of America'	45	11.70337969	7.156481481	0.036067748	0	1	0	1	2012
1	3	'Chile'	'Panama'	71	11.94716417	7.420187793	0.036063217	0	2	0	0	2012
7	7	'Turkey'	'Russia'	142	10.64144286	2.540492958	0.036056774	0	4	0	1	2012
1	4	'Argentina'	'South Korea'	8	12.05661226	43.890625	0.036028652	0	4	1	1	2012
4	4	'Israel'	'Spain'	33	15.8979285	5.713383838	0.036027833	0	1	0	1	2012
1	3	'Uruguay'	'Argentina'	325	6.404970136	4.773076923	0.036022263	0	2	0	0	2012
1	5	'Brazil'	'South Africa'	17	11.4648953	28.76715686	0.03601001	0	3	1	1	2012
4	4	'Ecuador'	'Chile'	46	16.1180785	3.887681159	0.035979901	0	2	0	1	2012
7	8	'Indonesia'	'United Arab Emirates'	7	12.68063028	20.48809524	0.035968693	0	1	1	0	2012
7	8	'Saudi Arabia'	'Saudi Arabia'	77	4.771500406	3.430735931	0.035965245	1	3	1	1	2012
1	4	'United States of America'	'Germany'	28	11.58654301	19.1547619	0.035952312	0	3	0	1	2012
4	3	'United Arab Emirates'	'Kenya'	35	13.73159687	8.514285714	0.03595094	0	1	1	0	2012
1	4	'Hong Kong S.A.R.'	'Australia'	55	11.90687425	12.83409091	0.035934293	0	4	1	1	2012
4	1	'China'	'Hong Kong S.A.R.'	438	10.39647385	2.108542618	0.035933599	0	2	1	1	2012
7	6	'New Zealand'	'Australia'	37	11.27240829	10.56081081	0.035922075	0	4	0	1	2012
1	2	'India'	'South Africa'	39	11.05822592	18.34935897	0.035912208	0	1	0	0	2012
1	4	'Russia'	'United States of America'	21	11.75106101	24.91865079	0.035861032	0	3	1	1	2012
7	5	'China'	'Singapore'	40	11.36344067	10.21875	0.035838287	0	2	1	1	2012
4	6	'Japan'	'Indonesia'	4	14.23039865	29.80208333	0.035798158	0	3	1	0	2012
1	5	'Brazil'	'Colombia'	8	11.45918737	40.77083333	0.035796686	0	3	0	0	2012
4	4	'Mexico'	'South Korea'	9	16.55057591	17.20833333	0.035793431	0	1	1	0	2012
1	3	'Malaysia'	'China'	71	9.167905384	10.52523474	0.035770177	0	4	1	1	2012
4	6	'Japan'	'Hong Kong S.A.R.'	28	16.51371198	4.438988095	0.035768488	0	1	0	1	2012
7	8	'Venezuela'	'Singapore'	3	11.93134669	55.31944444	0.035673726	0	2	0	1	2012
1	2	'Russia'	'Turkey'	167	9.703659867	4.871007984	0.03566285	0	1	1	0	2012
7	7	'United States of America'	'Brazil'	10	11.44656275	29.4375	0.035636721	0	3	1	1	2012
1	4	'Gibraltar'	'Brazil'	51	12.69603056	13.63235294	0.035622296	0	3	1	1	2012
1	3	'Oman'	'India'	92	10.31155436	7.509963768	0.035561448	0	3	1	1	2012
7	8	'Saudi Arabia'	'Qatar'	7	11.70845076	27.71428571	0.035525137	0	1	0	0	2012
4	4	'Israel'	'Malaysia'	9	15.53634878	20.13425926	0.035501115	0	1	1	0	2012
1	5	'Mexico'	'Japan'	12	11.52756642	23.05555556	0.035496086	0	4	1	1	2012
1	3	'Thailand'	'Singapore'	151	10.15483847	4.238410596	0.035466962	0	3	0	0	2012
1	3	'Australia'	'Panama'	9	11.73168285	51.43518519	0.035466429	0	2	1	0	2012
4	3	'Brazil'	'Colombia'	28	14.12477021	12.33035714	0.035419306	0	1	0	1	2012
7	2	'Malaysia'	'Singapore'	340	6.177716745	3.548039216	0.03541105	0	1	0	0	2012
4	4	'Brazil'	'Dominican Republic'	22	16.79558852	7.861742424	0.035401999	0	1	0	1	2012
4	3	'Spain'	'Ivory Coast'	40	13.54136502	9.026041667	0.035400422	0	1	1	1	2012
4	4	'Singapore'	'Egypt'	10	17.80670737	12.25416667	0.035391774	0	4	1	1	2012
1	2	'South Korea'	'Japan'	81	8.983095817	10.44495885	0.03539026	0	3	0	0	2012
7	6	'Russia'	'Spain'	28	11.21701402	11.36607143	0.035387877	0	4	0	0	2012
4	7	'China'	'Hong Kong S.A.R.'	107	12.80868136	1.185747664	0.035375254	0	3	0	1	2012
1	5	'Algeria'	'United States of America'	21	11.00104169	18.41666667	0.035361588	0	3	0	0	2012
7	7	'Egypt'	'United Arab Emirates'	9	11.41826453	48.54166667	0.03535549	0	4	0	1	2012
4	4	'Brazil'	'France'	16	16.0531894	11.52083333	0.035351777	0	1	1	0	2012
4	4	'Portugal'	'Canada'	21	16.45488732	8.130952381	0.035327943	0	3	1	1	2012
4	5	'Netherlands'	'Germany'	200	13.90646148	0.87875	0.035320509	0	4	1	1	2012
4	1	'Taiwan'	'China'	776	11.15758187	1.245006443	0.035311546	0	4	1	0	2012
4	5	'Sri Lanka'	'United States of America'	4	17.65218944	29.46875	0.035294745	0	2	1	1	2012
1	3	'United Kingdom'	'Turkey'	26	12.33647298	15.54487179	0.035265797	0	1	0	0	2012
7	8	'Japan'	'Saudi Arabia'	4	13.32002946	33.03125	0.035255878	0	2	0	0	2012
4	3	'India'	'Malaysia'	57	14.13962715	5.369883041	0.035242373	0	4	1	0	2012
7	6	'Saudi Arabia'	'Egypt'	50	10.60483449	6.401666667	0.035234742	0	3	1	1	2012
1	5	'Australia'	'Philippines'	31	11.82682834	10.4516129	0.035234221	0	1	1	1	2012
1	3	'Singapore'	'South Korea'	23	11.64090757	17.91485507	0.035221716	0	4	0	0	2012
1	2	'Argentina'	'Colombia'	31	11.89473623	18.53360215	0.03520525	0	3	0	1	2012
4	3	'Colombia'	'Netherlands'	22	16.34425181	10.82386364	0.035203349	0	1	0	1	2012
4	3	'Greece'	'Turkey'	180	14.25408703	1.611111111	0.035197906	0	3	0	0	2012
1	4	'Russia'	'Israel'	27	11.71367924	19.25617284	0.035159818	0	4	0	0	2012
1	5	'United States of America'	'Netherlands'	25	11.1921357	12.97833333	0.035137805	0	2	0	1	2012
4	5	'Sri Lanka'	'Greece'	6	17.5741336	17.17361111	0.035136137	0	2	1	0	2012
4	5	'Singapore'	'Malaysia'	112	13.86330933	1.84858631	0.035135244	0	2	1	1	2012
7	6	'China'	'Russia'	47	10.25810306	8.192375887	0.035053478	0	3	1	1	2012
4	2	'Portugal'	'Spain'	123	12.82942009	2.87804878	0.035045763	0	1	1	0	2012
4	6	'Canada'	'United States of America'	69	14.17334177	1.419082126	0.034995732	0	2	0	0	2012
4	6	'Netherlands'	'United Arab Emirates'	6	15.36177033	20.00694444	0.034957181	0	4	1	1	2012
4	3	'Indonesia'	'Australia'	27	16.36790868	8.490740741	0.034951336	0	3	0	1	2012
4	6	'Belgium'	'Malaysia'	4	18.60875248	19.65625	0.034932873	0	3	1	0	2012
7	7	'Iran'	'United Arab Emirates'	29	6.942098566	11.4841954	0.034930115	0	2	1	1	2012
1	5	'Colombia'	'Portugal'	22	11.42934973	14.875	0.034907615	0	1	0	0	2012
4	3	'Ecuador'	'Panama'	141	13.55297621	2.642434988	0.034848004	0	3	0	1	2012
7	7	'Gibraltar'	'Nigeria'	19	11.4148972	16.40570175	0.03484784	0	4	1	1	2012
1	3	'Brazil'	'Norway'	23	11.42609353	22.07608696	0.034786534	0	1	0	1	2012
4	4	'Egypt'	'Oman'	17	16.22227684	7.632352941	0.034780974	0	1	1	1	2012
7	6	'Malaysia'	'China'	32	10.68315536	11.99609375	0.034745815	0	2	0	0	2012
4	5	'Oman'	'Jordan'	1	16.91901039	80.58333333	0.034700687	0	4	0	1	2012
7	7	'Canada'	'Algeria'	11	11.60933417	20.4469697	0.034689835	0	1	1	1	2012
4	1	'United States of America'	'Dominican Republic'	163	14.50595313	3.146216769	0.034686833	0	4	1	0	2012
4	6	'Greece'	'Italy'	20	16.06243135	5.204166667	0.034669174	0	4	0	0	2012
1	3	'Australia'	'Philippines'	33	12.07830312	14.89646465	0.034659354	0	3	1	1	2012
1	4	'Panama'	'Brazil'	20	11.41517068	35.6875	0.03463126	0	2	0	1	2012
4	3	'China'	'Malaysia'	61	12.82147682	5.316256831	0.034618074	0	3	0	1	2012
7	2	'Malaysia'	'Malaysia'	253	7.485004677	5.024703557	0.034596536	1	1	1	0	2012
4	2	'South Korea'	'South Korea'	214	11.09381932	2.264213396	0.034492958	1	3	0	0	2012
1	3	'China'	'Malaysia'	67	11.05138739	9.479477612	0.03449173	0	4	0	1	2012
4	3	'Guatemala'	'United States of America'	32	17.04147746	5.662760417	0.034486499	0	1	0	1	2012
4	5	'Brazil'	'Italy'	5	15.83983809	27.275	0.03443045	0	1	1	1	2012
4	6	'Spain'	'Germany'	25	16.94762403	4.058333333	0.034430381	0	4	0	0	2012
4	4	'Trinidad and Tobago'	'Malaysia'	7	17.01196484	28.85119048	0.034429884	0	2	0	1	2012
4	2	'Angola'	'Argentina'	25	15.15878476	11.62666667	0.034409381	0	1	1	0	2012
4	4	'Singapore'	'Thailand'	77	13.96826961	2.821428571	0.034395404	0	2	0	0	2012
4	3	'Colombia'	'Colombia'	73	6.520406237	3.025684932	0.034391428	1	2	0	1	2012
1	4	'Brazil'	'South Africa'	31	11.04925356	15.30107527	0.034387096	0	3	0	0	2012
7	5	'United States of America'	'Netherlands'	35	11.87393163	14.3297619	0.03438046	0	1	0	0	2012
7	6	'Turkey'	'Russia'	207	10.13085348	2.604267311	0.034378423	0	4	1	1	2012
7	7	'Singapore'	'Nigeria'	11	10.07208437	36.79166667	0.034355791	0	3	1	1	2012
1	4	'Malaysia'	'Indonesia'	101	10.33892108	5.792079208	0.034335286	0	2	1	0	2012
4	6	'Malaysia'	'Morocco'	6	16.99901191	15.50694444	0.034323711	0	3	0	1	2012
4	4	'Morocco'	'United States of America'	20	14.96622583	8.872916667	0.034281229	0	1	1	0	2012
4	7	'Singapore'	'Oman'	3	15.90153384	29.98611111	0.034252368	0	1	0	0	2012
4	2	'Italy'	'Spain'	159	12.80750328	2.639150943	0.034212238	0	4	0	1	2012
4	4	'Germany'	'Canary Islands'	29	15.58581289	5.30316092	0.034140733	0	4	1	1	2012
7	6	'Kuwait'	'Singapore'	12	11.88767684	21.22569444	0.034134085	0	4	1	1	2012
7	7	'Saudi Arabia'	'India'	25	11.30350594	8.585	0.034120431	0	2	1	0	2012
7	8	'Qatar'	'Japan'	6	13.0077917	24.27083333	0.034112914	0	2	1	0	2012
4	4	'United States of America'	'The Bahamas'	87	14.73804021	2.278735632	0.034098722	0	3	0	1	2012
7	8	"'Bonaire, Sint Eustatius, and Saba'"	'Singapore'	4	11.90439891	40.94791667	0.034081103	0	4	0	1	2012
1	5	'Australia'	'Peru'	9	10.52320141	32.25	0.034066854	0	2	1	0	2012
4	2	'United States of America'	'Panama'	57	14.23690541	6.092105263	0.034037966	0	1	1	1	2012
4	5	'Portugal'	'Panama'	13	17.38420016	10.29166667	0.034022287	0	2	1	0	2012
1	6	'Oman'	'Brazil'	12	11.83728863	31.84027778	0.034004783	0	2	1	0	2012
1	2	'Japan'	'Mexico'	34	10.76298017	19.09803922	0.033949917	0	2	0	1	2012
7	7	'United States of America'	'Cameroon'	12	11.75915319	22.6875	0.033932276	0	3	0	0	2012
4	4	'South Africa'	'United Kingdom'	8	17.1188038	15.30729167	0.033923419	0	1	0	0	2012
1	4	'United States of America'	'Sri Lanka'	9	11.52255204	44.14814815	0.03392215	0	2	0	0	2012
1	4	'Brazil'	'Germany'	29	11.79713016	20.37931034	0.033899675	0	2	1	1	2012
1	4	'Indonesia'	'Russia'	22	10.99150541	24.38257576	0.033895309	0	3	1	0	2012
4	2	'Guatemala'	'United States of America'	84	13.9749494	4.09672619	0.033885078	0	1	1	0	2012
4	3	'China'	'Indonesia'	49	13.5132299	5.711734694	0.033878957	0	3	1	1	2012
7	2	'Japan'	'Japan'	48	10.8141593	8.110243056	0.033867839	1	3	0	0	2012
7	7	'United Kingdom'	'United Kingdom'	71	7.347536095	4.811619718	0.033867784	1	1	0	1	2012
4	2	'Germany'	'Germany'	830	10.16287333	0.606425703	0.033862046	1	4	0	0	2012
7	6	'United States of America'	'Gibraltar'	20	11.26013137	16.18958333	0.033845632	0	3	1	0	2012
4	2	'Honduras'	'United States of America'	86	14.39380753	3.766957364	0.033838462	0	2	1	0	2012
4	1	'Dominican Republic'	'United States of America'	121	14.10202699	4.028236915	0.03383187	0	1	1	1	2012
1	5	'Singapore'	'South Korea'	23	11.6808143	12.17028986	0.033831784	0	1	1	0	2012
7	4	'Taiwan'	'Taiwan'	226	8.590158492	2.610066372	0.03381696	1	3	0	0	2012
4	2	'Chile'	'Peru'	110	13.13834615	2.98030303	0.033791308	0	1	1	1	2012
7	4	'United States of America'	'France'	19	12.34900732	18.01535088	0.033774947	0	1	0	1	2012
7	5	'Canada'	'United States of America'	59	11.06669846	6.173728814	0.033741351	0	4	1	1	2012
4	2	'Turkey'	'Greece'	237	12.83888444	1.628691983	0.033737271	0	1	0	1	2012
1	2	'New Zealand'	'Singapore'	27	12.22037	18.17592593	0.033696679	0	3	1	1	2012
4	5	'United States of America'	'Saudi Arabia'	4	18.25255731	28.1875	0.03368785	0	1	1	0	2012
4	6	'Malaysia'	'Italy'	4	16.90326839	20.625	0.033677381	0	4	1	1	2012
1	5	'Colombia'	'Gibraltar'	15	11.51890615	17.60555556	0.033658958	0	2	1	1	2012
1	3	'Egypt'	'Saudi Arabia'	154	10.18545302	3.382575758	0.033617932	0	2	0	0	2012
4	1	'Netherlands'	'Ireland'	241	14.70966817	1.950726141	0.033616181	0	4	1	1	2012
4	3	'Singapore'	'Republic of Congo'	11	14.49127165	23.57575758	0.033614889	0	3	1	0	2012
4	3	'Colombia'	'Peru'	76	15.90979983	3.179276316	0.033608622	0	4	0	1	2012
1	3	'United States of America'	'Egypt'	17	12.25712563	24.84558824	0.033542601	0	1	0	1	2012
4	6	'Hong Kong S.A.R.'	'Mexico'	4	17.37678218	18.5625	0.033526093	0	4	0	1	2012
4	3	'Sudan'	'Malaysia'	24	12.73808085	14.5	0.033502211	0	1	0	0	2012
1	4	'South Africa'	'Gibraltar'	18	11.92595697	21.79861111	0.033497276	0	1	1	1	2012
1	6	'Brazil'	'Mauritius'	13	11.16555251	22.23397436	0.033495465	0	3	1	0	2012
1	4	'United States of America'	'Colombia'	44	11.25366087	8.894886364	0.033489431	0	3	0	0	2012
4	4	'Sri Lanka'	'Sri Lanka'	8	11.166111	17.14583333	0.033483133	1	3	1	0	2012
4	5	'Italy'	'United Kingdom'	21	16.96871434	5.634920635	0.033481007	0	4	0	1	2012
1	2	'Brazil'	'United States of America'	37	10.70670785	15.77815315	0.033480804	0	2	0	1	2012
4	6	'Mauritius'	'Taiwan'	1	16.37350171	94.95833333	0.033476205	0	1	1	0	2012
4	3	'Turkey'	'Italy'	88	14.41393377	3.256628788	0.033458619	0	4	1	1	2012
4	3	'Ivory Coast'	'Morocco'	35	13.93820155	8.69047619	0.033426443	0	1	1	0	2012
1	2	'Argentina'	'Chile'	44	11.28818	9.076704545	0.033420714	0	1	1	0	2012
7	6	'Singapore'	'Qatar'	23	12.22202357	14.75724638	0.033402372	0	2	0	1	2012
