type_bin	size_bin	wpi_country_from	wpi_country_to	GroupCount	mean_sog	mean_voyage_time	total_co2_million_tonnes	domestic_fl	trade_type	sids_fl	ldc_fl	year
1	4	'Denmark'	'United States of America'	3	12.14940778	14.59722222	0.003542097	0	3	1	1	2012
4	3	'Argentina'	'Peru'	1	14.71295423	28.625	0.003539546	0	4	1	0	2012
4	4	'Mexico'	'Canada'	1	17.04454179	16.91666667	0.003538689	0	1	0	1	2012
7	7	'Poland'	'United States of America'	1	7.065771887	38.45833333	0.00353743	0	2	0	0	2012
7	6	'Germany'	'Trinidad and Tobago'	1	12.857325	23.41666667	0.003537285	0	1	1	1	2012
4	6	'Brazil'	'South Africa'	1	16.93305447	10.45833333	0.003536957	0	3	0	1	2012
4	4	'Spain'	'Belgium'	6	15.59575244	4.576388889	0.00353587	0	4	1	0	2012
7	5	'Panama'	'Angola'	2	12.70638442	18.77083333	0.003535601	0	3	0	0	2012
7	6	'Portugal'	'United Kingdom'	5	10.59104292	6.258333333	0.00353492	0	2	0	0	2012
7	6	'Panama'	'Panama'	26	3.381147655	2.116987179	0.003533325	1	1	0	0	2012
7	5	'Trinidad and Tobago'	'Spain'	1	12.91123135	31.875	0.003533177	0	4	1	0	2012
7	6	'Aruba'	'Venezuela'	23	9.40994866	1.740942029	0.00353301	0	3	0	0	2012
1	3	'Greece'	'Israel'	4	12.03897621	11.82291667	0.003532034	0	2	0	1	2012
7	6	'New Zealand'	'South Korea'	1	8.791388063	33.08333333	0.003531743	0	3	0	0	2012
1	3	'Iran'	'United States of America'	1	12.03808517	41.08333333	0.003531362	0	2	0	0	2012
1	2	'Singapore'	'Senegal'	2	11.42405114	34.64583333	0.003531158	0	2	1	0	2012
7	8	'Iran'	'Singapore'	1	11.01185638	16.45833333	0.003530984	0	4	1	1	2012
4	5	'Vietnam'	'United Arab Emirates'	1	16.65859168	10.125	0.003529903	0	3	1	0	2012
1	3	'France'	'Venezuela'	3	12.83564909	13.33333333	0.003528121	0	1	1	0	2012
7	8	'United Arab Emirates'	'Philippines'	1	13.34838163	16.20833333	0.003526996	0	3	0	0	2012
7	6	'Trinidad and Tobago'	'Brazil'	2	10.99732597	13.79166667	0.003526874	0	3	1	1	2012
1	2	'Indonesia'	'Democratic Republic of the Congo'	1	11.43762795	44.58333333	0.003526104	0	4	0	1	2012
4	2	'Sierra Leone'	'Liberia'	59	10.87291172	1.309322034	0.003526084	0	3	0	0	2012
7	4	'Canada'	'Gibraltar'	4	12.02132946	9.15625	0.003524453	0	3	1	1	2012
1	2	'France'	'Gibraltar'	12	11.39610793	5.329861111	0.003524118	0	4	0	1	2012
7	7	'Morocco'	'Brazil'	1	8.467982676	33.33333333	0.003523202	0	3	1	1	2012
1	4	'Morocco'	'Netherlands'	1	10.72118961	43.29166667	0.003522268	0	3	0	1	2012
7	7	'Panama'	'Cameroon'	1	13.29440902	21.91666667	0.003521091	0	2	1	1	2012
1	3	'Guatemala'	'United States of America'	6	11.99925777	9.319444444	0.003521087	0	4	0	1	2012
4	2	'Estonia'	'Latvia'	22	13.22341038	1.566287879	0.00351953	0	1	1	0	2012
4	5	'Indonesia'	'Greece'	1	15.35170435	12.54166667	0.003518792	0	1	1	1	2012
1	2	'Iran'	'South Korea'	1	9.346411692	44.75	0.003518424	0	3	0	1	2012
7	7	'India'	'Turkey'	1	12.9276635	26.41666667	0.003517822	0	1	1	0	2012
1	1	'Norway'	'Germany'	46	10.34740112	2.813405797	0.003517382	0	1	1	0	2012
1	3	'Uruguay'	'Mexico'	2	11.4820969	24.6875	0.003516172	0	3	0	1	2012
1	2	'Panama'	'Guatemala'	18	11.32740998	3.828703704	0.003514535	0	2	0	0	2012
7	4	'Denmark'	'United States of America'	2	12.66620213	16.08333333	0.003514065	0	3	0	0	2012
7	4	'Italy'	'Puerto Rico'	2	11.7916558	16.20833333	0.003513708	0	1	1	1	2012
4	2	'Republic of Congo'	'Benin'	21	11.57611172	3.668650794	0.003513639	0	1	1	1	2012
1	3	'Panama'	'United Arab Emirates'	1	12.32801643	59.04166667	0.00351363	0	2	1	0	2012
4	2	'Philippines'	'United States of America'	1	14.90722824	31.33333333	0.003511388	0	1	0	0	2012
4	2	'Canary Islands'	'Cape Verde'	17	12.75981421	3.083333333	0.003510723	0	2	0	0	2012
1	4	'Belgium'	'Panama'	2	12.33196106	23.83333333	0.003510397	0	2	1	0	2012
4	1	'Costa Rica'	'Panama'	54	10.04369716	1.226080247	0.003509147	0	4	1	0	2012
1	2	'South Africa'	'Indonesia'	6	10.64155133	17.8125	0.00350908	0	4	0	0	2012
1	4	'Brazil'	'Guinea'	2	11.40883202	19.97916667	0.003508406	0	1	1	1	2012
1	2	'Angola'	'Angola'	37	8.478078631	2.434684685	0.003508174	1	1	0	1	2012
1	1	'Oman'	'Oman'	21	7.067322657	7.462301587	0.003507522	1	1	0	1	2012
4	5	'Vietnam'	'Japan'	1	15.33294431	13.375	0.003506422	0	4	1	0	2012
1	5	'Gibraltar'	'Spain'	9	11.72310507	3.388888889	0.003505952	0	1	1	1	2012
1	3	'China'	'Denmark'	2	11.508984	15.54166667	0.003505273	0	3	0	1	2012
7	6	'Canary Islands'	'Brazil'	1	7.789134014	41.375	0.003504547	0	4	1	1	2012
7	8	'Norway'	'Spain'	3	9.589529144	8.111111111	0.00350441	0	1	0	0	2012
1	3	'Sri Lanka'	'Singapore'	10	11.92142009	5.966666667	0.003503334	0	2	1	1	2012
1	3	'Sri Lanka'	'Senegal'	2	11.23573333	30.70833333	0.00350265	0	3	1	1	2012
7	2	'China'	'Japan'	4	9.681324901	18.51041667	0.003501526	0	1	0	0	2012
7	5	'Venezuela'	'Panama'	9	10.07666789	4.351851852	0.003500472	0	3	0	0	2012
4	3	'France'	'Nigeria'	2	14.2505572	13.83333333	0.003499502	0	3	1	0	2012
7	6	'India'	'Kuwait'	4	12.83850696	6.260416667	0.003498952	0	2	1	1	2012
4	2	'Brazil'	'Colombia'	3	15.34806129	8.236111111	0.003498885	0	4	1	1	2012
1	4	'Brazil'	'Russia'	1	11.85018477	31.125	0.003496851	0	1	1	1	2012
1	3	'Israel'	'Turkey'	18	10.71507327	4.171296296	0.003496344	0	4	1	0	2012
4	4	'Netherlands'	'United Kingdom'	50	11.42609723	0.603333333	0.003496192	0	2	0	0	2012
1	4	'Finland'	'Egypt'	2	12.63930911	16.60416667	0.003495454	0	2	1	0	2012
7	4	'Spain'	'Gibraltar'	16	8.823641044	3.5390625	0.003494201	0	4	0	0	2012
4	2	'Gibraltar'	'Trinidad and Tobago'	1	17.47335079	19.70833333	0.003493346	0	4	0	0	2012
7	5	'United States of America'	'Latvia'	2	12.16955142	18.625	0.003492325	0	3	1	0	2012
4	1	'Algeria'	'France'	32	7.703952658	3.9296875	0.003491553	0	4	0	1	2012
1	5	'Gibraltar'	'Qatar'	1	11.50248921	26.5	0.003490032	0	2	1	1	2012
4	3	'Egypt'	'Indonesia'	2	15.12765987	12.9375	0.003489739	0	4	0	1	2012
7	6	'Trinidad and Tobago'	'Gabon'	3	11.10102291	12.16666667	0.003489731	0	3	1	0	2012
7	6	'Morocco'	'Spain'	11	7.419724538	3.981060606	0.003489463	0	1	0	1	2012
1	3	'Republic of Congo'	'Uruguay'	4	12.45156327	13.59375	0.003488928	0	2	1	1	2012
4	4	'Jamaica'	'The Bahamas'	8	12.53715825	2.854166667	0.003487801	0	1	1	1	2012
1	2	'Russia'	'South Africa'	2	12.26340855	28.41666667	0.003487269	0	1	0	0	2012
4	1	'Japan'	'Northern Mariana Islands'	16	12.246462	4.739583333	0.003487093	0	3	0	1	2012
4	7	'Italy'	'Oman'	1	13.93733654	11.33333333	0.003486841	0	3	0	1	2012
4	6	'India'	'Malaysia'	1	13.96650461	13.83333333	0.003485405	0	3	1	1	2012
1	3	'Sierra Leone'	'China'	2	11.32149746	25.60416667	0.003484167	0	3	0	0	2012
7	7	'Sudan'	'China'	1	10.99637867	21.95833333	0.003483657	0	3	1	0	2012
7	4	'Bangladesh'	'Russia'	1	14.35952813	23.04166667	0.003483473	0	2	0	1	2012
1	4	'Yemen'	'Singapore'	1	12.85012403	34.79166667	0.003482666	0	4	1	0	2012
4	6	'Spain'	'Saudi Arabia'	3	16.38898328	8.194444444	0.003481782	0	1	1	1	2012
4	3	'Israel'	'Turkey'	15	14.41132625	1.813888889	0.003481653	0	1	1	1	2012
4	1	'United Kingdom'	'Iceland'	28	14.15270272	3.44047619	0.003480749	0	4	0	1	2012
7	7	'Peru'	'Argentina'	2	12.12422361	12.25	0.003479413	0	3	0	0	2012
1	4	'Japan'	'Taiwan'	9	7.826227846	6.236111111	0.003479288	0	2	0	0	2012
7	6	'East Timor'	'Singapore'	3	8.072196413	11.58333333	0.003478466	0	3	0	1	2012
4	1	'Malaysia'	'Bangladesh'	15	12.46920907	5.655555556	0.003477771	0	4	0	0	2012
1	2	'Madagascar'	'Singapore'	5	11.21348466	14.45	0.003477415	0	4	0	1	2012
7	5	'Malaysia'	'South Korea'	3	11.19873084	17.75	0.003477368	0	4	0	0	2012
7	1	'Egypt'	'Egypt'	153	2.421653439	1.96704793	0.003477365	1	1	1	0	2012
1	5	'China'	'Mauritania'	1	11.15152971	36.45833333	0.003476464	0	1	0	1	2012
1	3	'Tunisia'	'Brazil'	2	12.32651712	21.97916667	0.003476324	0	1	0	1	2012
1	3	'Ecuador'	'Panama'	20	11.25078215	2.935416667	0.003475071	0	1	1	1	2012
7	7	'Aruba'	'Egypt'	1	11.78395955	22.5	0.003474841	0	2	1	1	2012
1	5	'Peru'	'Hong Kong S.A.R.'	1	10.22372792	41.25	0.003474774	0	1	1	1	2012
4	2	'South Africa'	'Reunion'	2	14.33535931	15.85416667	0.003474537	0	3	1	0	2012
1	3	'Mozambique'	'United States of America'	1	12.14801719	51.375	0.003474343	0	2	0	0	2012
7	6	'Tunisia'	'Turkey'	4	9.769846794	8.125	0.003474102	0	4	1	0	2012
4	3	'China'	'India'	4	6.251017869	11.75	0.003474056	0	2	1	1	2012
7	7	'Indonesia'	'Equatorial Guinea'	1	9.236770608	35.375	0.003473468	0	4	1	0	2012
7	7	'United Kingdom'	'Estonia'	5	10.39311459	6.483333333	0.003473448	0	3	0	1	2012
7	4	'China'	'Australia'	4	11.02499882	18.26041667	0.003473402	0	2	1	0	2012
4	3	'Italy'	'Guadeloupe'	2	16.65805058	10.27083333	0.00347155	0	2	1	1	2012
1	2	'Denmark'	'Norway'	33	11.83154866	1.669191919	0.003470721	0	3	1	0	2012
7	6	'Latvia'	'Yemen'	1	12.55747044	19.91666667	0.003470089	0	3	0	0	2012
4	5	'Canary Islands'	'Mexico'	1	18.0540281	11.625	0.003469761	0	1	1	1	2012
4	4	'United States of America'	'Malta'	1	19.42860843	9.791666667	0.003469474	0	3	1	1	2012
1	4	'Pakistan'	'Ukraine'	1	12.43090548	32.91666667	0.003467785	0	4	1	1	2012
1	5	'Russia'	'Eritrea'	1	11.92383125	25.875	0.003467719	0	2	1	0	2012
7	2	'Japan'	'South Korea'	11	6.766435149	9.098484848	0.003466445	0	1	0	1	2012
1	3	'Gabon'	'United States of America'	2	11.57635792	23.83333333	0.003466132	0	3	0	1	2012
7	5	'The Bahamas'	'Gibraltar'	2	11.61008602	16.27083333	0.003465956	0	1	0	0	2012
1	3	'India'	'Gibraltar'	1	12.04673663	20.83333333	0.003465576	0	2	1	1	2012
7	7	'United States of America'	'Trinidad and Tobago'	2	12.63436804	13.02083333	0.003465083	0	3	0	1	2012
1	4	'Singapore'	'Sudan'	3	12.51344566	14.69444444	0.003465018	0	3	0	0	2012
1	2	'Netherlands'	'Germany'	22	11.01901931	2.320075758	0.003462834	0	4	1	0	2012
4	2	'Angola'	'France'	2	16.14581954	12.8125	0.003462684	0	3	0	1	2012
1	6	'Canada'	'Netherlands'	2	11.79952684	10.625	0.00346176	0	2	1	0	2012
4	2	'Ghana'	'Nigeria'	15	11.06185353	5.25	0.003459937	0	1	0	0	2012
1	3	'Morocco'	'Indonesia'	2	9.895257414	20.27083333	0.003459871	0	2	1	0	2012
7	7	'United States of America'	'Libya'	2	12.02421725	13.20833333	0.003459091	0	4	0	1	2012
7	8	'Egypt'	'Indonesia'	1	11.23036449	20.83333333	0.00345905	0	4	1	0	2012
4	4	'Nigeria'	'Sri Lanka'	1	14.56945837	23.70833333	0.003458584	0	2	0	1	2012
1	3	'Japan'	'Fiji'	3	12.51059626	16.98611111	0.003457653	0	3	1	0	2012
1	4	'Ireland'	'Italy'	1	11.3227211	44.875	0.003456733	0	1	1	1	2012
1	5	'South Korea'	'Russia'	7	7.662603576	5.035714286	0.003455807	0	2	1	1	2012
7	5	'Pakistan'	'Malaysia'	3	10.63840957	11.30555556	0.003455143	0	3	1	0	2012
7	7	'United Kingdom'	'France'	5	8.36983013	5.891666667	0.003455044	0	4	1	1	2012
7	7	'South Korea'	'Brunei'	1	5.855993632	29.125	0.003454947	0	3	0	0	2012
1	2	'Angola'	'Singapore'	2	11.68776977	26.91666667	0.003454328	0	1	1	0	2012
1	5	'Germany'	'Colombia'	2	12.12183299	16.66666667	0.003454009	0	2	1	0	2012
4	3	'Saudi Arabia'	'Egypt'	10	12.84524901	2.983333333	0.003453196	0	3	1	0	2012
4	5	'United Kingdom'	'Brazil'	1	16.0195073	11.70833333	0.003452934	0	4	0	1	2012
1	2	'Canada'	'Germany'	6	11.95983651	12.625	0.003452403	0	1	0	0	2012
4	4	'India'	'Djibouti'	2	16.09249149	6.708333333	0.003452106	0	2	0	1	2012
7	6	'Ireland'	'Germany'	3	8.999414009	15.31944444	0.003449439	0	4	1	0	2012
4	2	'Barbados'	'United States Virgin Islands'	11	14.10753057	2.965909091	0.003449405	0	1	1	0	2012
1	2	'Argentina'	'Denmark'	2	11.92037314	23.97916667	0.003448838	0	1	0	0	2012
4	2	'South Africa'	'Mozambique'	30	12.3973229	2.233333333	0.003448628	0	1	0	0	2012
7	8	'Indonesia'	'Iran'	2	12.60640556	10.58333333	0.003447836	0	1	1	1	2012
1	4	'United States of America'	'Slovenia'	2	12.82994433	16.6875	0.00344684	0	2	0	0	2012
7	6	'United States of America'	'Jordan'	1	11.86976757	24.91666667	0.00344587	0	4	0	0	2012
4	5	'Dominican Republic'	'The Bahamas'	7	11.46149145	7.452380952	0.003445663	0	3	0	1	2012
7	4	'Panama'	'Venezuela'	12	11.49436637	3.972222222	0.003445183	0	1	0	0	2012
1	4	'Pakistan'	'United States of America'	1	11.55621206	51.875	0.003444398	0	1	0	0	2012
7	6	'Bahrain'	'Republic of Congo'	1	11.64967263	38.66666667	0.003444366	0	2	1	0	2012
4	1	'Algeria'	'Morocco'	30	10.91029025	3.468055556	0.003443728	0	4	1	0	2012
1	3	'United States of America'	'Saudi Arabia'	1	11.84234391	44.08333333	0.003443682	0	2	1	0	2012
1	1	'Japan'	'Singapore'	7	9.793440577	18.17857143	0.00344319	0	1	0	0	2012
4	4	'France'	'Portugal'	7	15.86387047	2.833333333	0.00344267	0	2	0	1	2012
1	2	'Israel'	'Gibraltar'	7	9.29823544	9.547619048	0.003439188	0	4	1	0	2012
1	2	'Mexico'	'Dominican Republic'	5	10.79291356	10.95833333	0.003439032	0	1	1	0	2012
1	3	'South Africa'	'Madagascar'	12	11.27762123	4.361111111	0.003438585	0	3	1	1	2012
1	3	'Brazil'	'Denmark'	2	10.70013211	25.83333333	0.003437705	0	3	0	1	2012
7	4	'Canary Islands'	'France'	4	12.51949956	9.135416667	0.003437077	0	4	1	0	2012
4	1	'Canada'	'Iceland'	10	13.68771242	4.445833333	0.003436916	0	1	0	0	2012
4	2	'New Zealand'	'Japan'	2	14.76567584	14.16666667	0.003436816	0	4	0	0	2012
1	2	'Kenya'	'South Africa'	12	11.44086702	6.673611111	0.003436663	0	2	1	0	2012
4	3	'Spain'	'Gabon'	3	13.47301133	9.361111111	0.003435017	0	1	1	1	2012
7	6	'Philippines'	'Guam'	4	9.329608013	8.375	0.003434628	0	4	1	0	2012
4	2	'Kenya'	'United Republic of Tanzania'	53	9.842730677	1.022012579	0.003434546	0	1	0	0	2012
1	5	'Cyprus'	'United States of America'	2	10.4915723	11.95833333	0.003434424	0	2	0	1	2012
4	2	'Haiti'	'Costa Rica'	8	12.34345348	5.59375	0.00343322	0	2	1	1	2012
7	6	'Kuwait'	'Saudi Arabia'	3	6.821019505	8.625	0.003433	0	4	0	1	2012
4	6	'Italy'	'France'	17	14.75690542	0.835784314	0.003432998	0	2	0	1	2012
1	3	'Belgium'	'Netherlands'	29	9.223398416	2.135057471	0.003431078	0	3	1	1	2012
1	2	'Spain'	'Finland'	3	12.38749006	13.55555556	0.003430821	0	3	0	0	2012
7	5	'Malaysia'	'Uruguay'	1	10.61268314	38.125	0.00342929	0	3	0	0	2012
7	7	'Chile'	'Angola'	3	11.71654604	21.93055556	0.003427673	0	1	1	0	2012
7	8	'Angola'	'Angola'	34	4.514851144	3.083333333	0.003427159	1	4	0	0	2012
7	5	'Turkey'	'Russia'	17	11.63892936	2.74754902	0.00342711	0	3	0	1	2012
7	7	'South Korea'	'Iraq'	1	11.92826625	26.75	0.003427041	0	2	0	1	2012
7	6	'Gabon'	'Indonesia'	1	10.3196297	31.875	0.003426973	0	4	0	0	2012
7	7	'Chile'	'Chile'	19	7.137117864	1.589912281	0.003426966	1	2	0	1	2012
4	2	'Brunei'	'Malaysia'	23	7.542022036	3.007246377	0.00342441	0	2	0	1	2012
1	2	'Libya'	'Belgium'	1	11.11174779	62.20833333	0.003424353	0	1	0	0	2012
1	3	'United Arab Emirates'	'Malaysia'	2	9.198852711	21.66666667	0.00342375	0	2	0	1	2012
7	2	'Indonesia'	'China'	15	7.94266869	6.602777778	0.003423246	0	3	1	0	2012
4	5	'Croatia'	'Italy'	40	12.22916319	0.608333333	0.003423212	0	1	0	1	2012
7	6	'Mexico'	'Colombia'	2	9.294095986	16.625	0.003423117	0	1	0	1	2012
7	4	'Canada'	'Panama'	5	12.69415032	7.2	0.003422983	0	4	0	0	2012
7	4	'Turkey'	'France'	5	12.43121639	6.825	0.003421855	0	2	0	1	2012
4	5	'Greece'	'Indonesia'	1	14.56050192	13.66666667	0.003421764	0	3	0	0	2012
1	3	'Senegal'	'Ivory Coast'	12	12.31784424	4.215277778	0.003421071	0	2	1	0	2012
1	4	'Argentina'	'Iran'	4	11.87907844	37.625	0.003420718	0	1	0	1	2012
1	3	'Brazil'	'Aruba'	1	12.83098612	39.375	0.003420396	0	1	0	1	2012
1	5	'United States of America'	'Poland'	2	10.37198492	20.54166667	0.003419535	0	1	0	1	2012
4	2	'Belgium'	'Lithuania'	2	17.51314515	9.166666667	0.003419048	0	1	1	0	2012
4	3	'United Kingdom'	'Germany'	27	14.47336694	1.172839506	0.003417577	0	1	0	0	2012
4	2	'Russia'	'Romania'	22	12.93362776	1.785984848	0.003417054	0	4	0	1	2012
1	3	'Bangladesh'	'Sri Lanka'	11	7.368373995	7.314393939	0.003416662	0	1	0	0	2012
4	1	'Qatar'	'Qatar'	100	4.943414569	1.185416667	0.003416511	1	3	1	1	2012
7	4	'Venezuela'	'Georgia'	1	12.16772222	42.41666667	0.003413987	0	4	0	0	2012
7	4	'Ghana'	'Malta'	2	11.25326946	22.85416667	0.003413564	0	4	0	1	2012
7	4	'Singapore'	'Sudan'	4	12.34578735	15.53125	0.003412829	0	4	0	0	2012
7	2	'Australia'	'China'	2	12.85771198	26.10416667	0.00341089	0	4	0	0	2012
1	3	'Japan'	'Colombia'	2	11.55854677	29.64583333	0.003410414	0	1	0	0	2012
4	5	'Belgium'	'Portugal'	5	17.20774805	2.858333333	0.003409512	0	1	0	0	2012
4	3	'Djibouti'	'India'	6	15.34724671	4.847222222	0.00340929	0	3	1	0	2012
4	4	'Djibouti'	'Yemen'	36	13.94915094	0.609953704	0.003408178	0	1	0	1	2012
4	4	'Pakistan'	'Egypt'	3	17.8140394	8.625	0.0034081	0	2	0	0	2012
4	4	'Namibia'	'Indonesia'	1	14.86637456	22.04166667	0.003407864	0	3	0	0	2012
1	4	'Sri Lanka'	'Egypt'	3	11.63937842	13.84722222	0.003407408	0	1	1	0	2012
1	3	'Colombia'	'Colombia'	86	8.052371692	1.081395349	0.003407372	1	1	1	1	2012
7	4	'Ecuador'	'Panama'	15	10.4791517	3.233333333	0.003406986	0	3	0	1	2012
1	4	'United States of America'	'Iran'	1	11.55791699	41.33333333	0.003405622	0	3	0	1	2012
1	4	'India'	'Canada'	1	11.92028029	40.875	0.003405584	0	3	1	1	2012
1	5	'Russia'	'South Korea'	6	10.74990668	9.4375	0.003404928	0	3	0	0	2012
4	2	'Sudan'	'Saudi Arabia'	68	9.772957854	0.808823529	0.003404223	0	4	0	0	2012
7	4	'Libya'	'Turkey'	6	10.47305274	7.583333333	0.00340399	0	4	1	0	2012
1	3	'Uruguay'	'United States of America'	1	11.75091294	55.91666667	0.00340359	0	2	0	0	2012
4	5	'Vietnam'	'Sri Lanka'	1	16.24864309	10.54166667	0.003401809	0	2	1	1	2012
7	7	"'Bonaire, Sint Eustatius, and Saba'"	'Aruba'	1	8.867314444	35.04166667	0.003401252	0	4	0	0	2012
4	2	'United States of America'	'Malaysia'	1	9.714405062	52.66666667	0.003400561	0	4	1	0	2012
7	7	'Greece'	'Gibraltar'	3	11.94805613	10.27777778	0.003400445	0	3	0	1	2012
1	3	'Oman'	'Singapore'	3	11.99666239	11.27777778	0.003399951	0	2	1	0	2012
4	1	'Egypt'	'United Kingdom'	4	15.00266747	11.40625	0.003399492	0	1	0	0	2012
1	4	'Latvia'	'Turkey'	3	9.696557085	17.27777778	0.003399451	0	3	1	0	2012
4	3	'South Africa'	'Trinidad and Tobago'	4	14.39093613	6.447916667	0.00339858	0	4	0	1	2012
1	2	'Malta'	'Spain'	6	11.0447608	10.01388889	0.003397911	0	3	0	0	2012
1	4	'Indonesia'	'Peru'	1	10.98382371	51	0.003397576	0	1	1	1	2012
1	2	'Spain'	'China'	1	12.10733956	72.5	0.003397029	0	3	0	0	2012
1	2	'Brazil'	'Mauritania'	7	10.73869872	13.64285714	0.003396791	0	2	1	1	2012
4	1	'Federated States of Micronesia'	'Guam'	28	11.7858225	2.78125	0.003396699	0	3	1	0	2012
4	2	'United States of America'	'Curaçao'	7	14.38769504	4.30952381	0.00339617	0	3	0	0	2012
1	2	'Singapore'	'Iraq'	3	12.31472772	15.16666667	0.003395854	0	3	0	1	2012
7	7	'Puerto Rico'	'Cameroon'	1	5.271621364	40.5	0.003395764	0	4	1	0	2012
4	5	'Spain'	'The Bahamas'	1	18.62443299	9.958333333	0.003395722	0	1	0	0	2012
4	2	'Kenya'	'Madagascar'	1	15.89783205	25.33333333	0.003395104	0	2	0	0	2012
4	2	'Poland'	'Estonia'	23	15.03633331	1.273550725	0.003395038	0	1	1	0	2012
4	3	'Kenya'	'Iran'	2	16.00245642	11.60416667	0.003394904	0	1	1	1	2012
1	3	'Brazil'	'Romania'	2	11.59441204	24.20833333	0.003394626	0	1	0	0	2012
1	4	'Ukraine'	'Russia'	15	10.79196865	2.708333333	0.003394483	0	1	1	1	2012
7	5	'Gibraltar'	'India'	2	12.45373751	16.625	0.003393142	0	1	1	1	2012
7	6	'Netherlands Antilles'	'Russia'	1	12.38287528	25.54166667	0.003392914	0	3	1	1	2012
1	2	'Morocco'	'India'	1	11.70010154	56.29166667	0.003392125	0	4	1	0	2012
4	2	'China'	'Republic of Congo'	1	15.07642954	24.70833333	0.003391343	0	4	1	0	2012
1	2	'Romania'	'Spain'	7	11.54700073	8.041666667	0.003390838	0	3	1	0	2012
1	4	'Mozambique'	'France'	1	12.38739705	24.91666667	0.003390665	0	4	1	0	2012
7	6	'India'	'Malaysia'	3	9.853974356	11.75	0.003390253	0	4	0	0	2012
4	1	'Italy'	'Libya'	43	11.57448334	1.745155039	0.003390209	0	2	0	1	2012
1	4	'Sri Lanka'	'Canada'	1	12.11090411	39.75	0.00338928	0	1	0	1	2012
4	2	'Guyana'	'Suriname'	21	9.870200407	2.579365079	0.003388981	0	3	1	1	2012
7	5	'Bahrain'	'Japan'	1	12.74319694	25.91666667	0.003388523	0	1	1	0	2012
4	5	'Colombia'	'Dominican Republic'	6	15.3211807	3.375	0.003387152	0	2	1	1	2012
7	3	'Pakistan'	'United Arab Emirates'	6	6.801603423	10.86111111	0.003386908	0	4	1	0	2012
1	2	'Australia'	'Mauritius'	3	12.17989382	16.13888889	0.00338687	0	2	0	1	2012
7	7	'The Bahamas'	'Spain'	2	9.493233644	13.14583333	0.003385324	0	1	1	1	2012
1	3	'Thailand'	'United Arab Emirates'	4	7.493763516	11.73958333	0.003383864	0	4	0	0	2012
1	3	'Madagascar'	'Philippines'	1	10.98758153	50.20833333	0.003383428	0	3	1	0	2012
1	2	'Brazil'	'Indonesia'	5	7.323109113	14.325	0.003383046	0	4	0	1	2012
1	3	'Morocco'	'Venezuela'	5	11.74337092	16	0.003381339	0	3	0	1	2012
4	1	'East Timor'	'Indonesia'	13	10.33357591	7.064102564	0.003381084	0	4	0	1	2012
7	6	'Algeria'	'Latvia'	1	9.556795219	30.625	0.003380094	0	4	0	0	2012
1	2	'Spain'	'Colombia'	4	11.45721502	14.07291667	0.003379547	0	1	0	1	2012
7	6	'Equatorial Guinea'	'Estonia'	1	11.81066867	27.70833333	0.003379354	0	1	1	0	2012
4	3	'India'	'Egypt'	2	15.46415626	9.625	0.003377948	0	3	0	0	2012
1	3	'United States of America'	'Georgia'	1	12.46240708	33.58333333	0.003377812	0	1	1	0	2012
7	6	'Algeria'	'Bulgaria'	1	11.75250493	35.29166667	0.003377479	0	4	1	1	2012
1	2	'Latvia'	'South Africa'	2	11.9299628	28.72916667	0.003376554	0	1	1	0	2012
7	6	'Australia'	'Oman'	1	13.56493329	21.16666667	0.00337651	0	3	1	0	2012
7	6	'Sudan'	'Japan'	1	7.56129054	34.58333333	0.003375445	0	4	0	1	2012
1	3	'Indonesia'	'Denmark'	1	12.23361325	46.45833333	0.003375345	0	1	0	1	2012
4	4	'Saudi Arabia'	'Malta'	1	18.19805072	9.666666667	0.003374788	0	3	1	0	2012
4	2	'Nigeria'	'Senegal'	6	14.68147375	5.256944444	0.003374731	0	1	1	1	2012
1	6	'South Africa'	'United Kingdom'	1	12.37558076	22.83333333	0.003374568	0	3	1	0	2012
7	5	'Malaysia'	'Pakistan'	3	13.0935126	11.20833333	0.003374384	0	3	1	0	2012
4	4	'Bahrain'	'United Arab Emirates'	10	12.91055663	2.208333333	0.003373522	0	2	1	0	2012
4	2	'Senegal'	'Ivory Coast'	10	14.39214015	3.466666667	0.003372247	0	1	0	0	2012
1	5	'Greece'	'Colombia'	2	12.10151049	18	0.003370098	0	2	1	1	2012
1	2	'Australia'	'Papua New Guinea'	11	11.15265185	6.916666667	0.003369189	0	1	1	0	2012
7	6	'Spain'	'Venezuela'	2	12.53658284	13.58333333	0.00336885	0	4	0	1	2012
7	6	'Vietnam'	'Vietnam'	3	3.192248159	17.33333333	0.003368786	1	4	0	0	2012
1	6	'Singapore'	'Sierra Leone'	1	11.97874667	29.125	0.003368676	0	1	1	1	2012
7	6	'Bahrain'	'France'	1	11.43310274	30.08333333	0.003367657	0	3	1	1	2012
1	3	'Canada'	'Romania'	1	13.66892739	33.16666667	0.003367216	0	3	1	0	2012
1	2	'Morocco'	'Russia'	6	11.163005	13.29166667	0.003366826	0	3	1	1	2012
1	2	'Australia'	'Sri Lanka'	4	12.14321456	12.48958333	0.00336628	0	2	0	0	2012
4	4	'Sri Lanka'	'United Kingdom'	1	15.91196942	15.45833333	0.003365886	0	1	1	1	2012
4	3	'Benin'	'Ivory Coast'	19	11.00309888	2.331140351	0.0033658	0	3	1	0	2012
1	5	'India'	'Sri Lanka'	11	9.137517744	4.439393939	0.003365721	0	4	0	0	2012
